PlantId,year,Month,PlantName,OperatorName,OperatorId,PlantState,CensusRegion,NERCRegion,ReportedPrimeMover,ReportedFuelTypeCode,Netgen,NetGenerationMegawatthours,month_id,cap,daysmonth,monthyear,CF,C_BC,C_FR,C_ST,Gen_BC,Gen_FR,Gen_ST,season,CF_BC,CF_ST,CF_FR,seasonyear,align_raw,align_spd,align_spd3,CF_BC_hat,CF_BC_hat_no,CFrat,CFrat_no,CFdiff,CFdiff_no
56679,2015,January,Benton County Wind Farm,Orion Energy Group LLC,55931,IN,ENC,RFC,WT,WND,26991,265567,1,130.5,31,85,.2779940664768219,130.5,600.5,0,26991,151394,40210,1,.27799407,.35934642,.33886188,29,.64760613,.67448097,.72061056,.24405079,.32693988,.87789929,1.1760678,-.033943281,.048945814
56679,2015,February,Benton County Wind Farm,Orion Energy Group LLC,55931,IN,ENC,RFC,WT,WND,22341,265567,2,130.5,28,86,.254755049943924,130.5,600.5,0,22341,153885,34768,1,.25475505,.34400332,.38134143,29,.5999763,.61720312,.65108049,.28273138,.34827757,1.1098166,1.3671076,.027976334,.093522519
56679,2015,March,Benton County Wind Farm,Orion Energy Group LLC,55931,IN,ENC,RFC,WT,WND,24410,265567,3,130.5,31,87,.2514110207557678,130.5,600.5,0,24410,152524,36172,2,.25141102,.32325986,.34139115,30,.54901743,.54993033,.53538811,.26620081,.30288976,1.0588272,1.2047592,.01478979,.051478744
56679,2015,April,Benton County Wind Farm,Orion Energy Group LLC,55931,IN,ENC,RFC,WT,WND,19549,265567,4,130.5,30,88,.2080566138029099,130.5,600.5,0,19549,174142,38114,2,.20805661,.35196882,.40277085,30,.52197242,.57267338,.674218,.29586414,.36718154,1.4220366,1.7648156,.087807521,.15912493
56679,2015,May,Benton County Wind Farm,Orion Energy Group LLC,55931,IN,ENC,RFC,WT,WND,22065,265567,5,130.5,31,89,.2272586822509766,130.5,600.5,0,22065,130990,36098,2,.22725868,.32259852,.29319206,30,.5529536,.56775349,.59047633,.22492108,.27535072,.98971391,1.2116181,-.0023376048,.048092037
56679,2015,June,Benton County Wind Farm,Orion Energy Group LLC,55931,IN,ENC,RFC,WT,WND,15365,265567,6,130.5,30,90,.1635270267724991,130.5,600.5,0,15365,87238,22562,3,.16352703,.20835181,.20177168,31,.5992648,.61062449,.64637423,.15195024,.21632254,.92920566,1.322855,-.011576787,.052795514
56679,2015,July,Benton County Wind Farm,Orion Energy Group LLC,55931,IN,ENC,RFC,WT,WND,11788,265567,7,130.5,31,91,.1214106231927872,130.5,600.5,0,11788,56211,15248,3,.12141062,.13626745,.12581585,31,.56928509,.58320838,.60580486,.10085969,.15511274,.83073205,1.2775879,-.020550929,.03370212
56679,2015,August,Benton County Wind Farm,Orion Energy Group LLC,55931,IN,ENC,RFC,WT,WND,12354,265567,8,130.5,31,92,.1272401362657547,130.5,600.5,0,12354,57614,16040,3,.12724014,.14334536,.12895615,31,.58546615,.60736996,.65539443,.097720705,.16434291,.76800221,1.2915964,-.029519431,.037102774
56679,2015,September,Benton County Wind Farm,Orion Energy Group LLC,55931,IN,ENC,RFC,WT,WND,17288,265567,9,130.5,30,93,.1839931905269623,130.5,600.5,0,17288,73201,24133,4,.18399319,.22285943,.16930567,32,.50399488,.51117706,.5308497,.14087358,.17643052,.76564562,.95889705,-.043119609,-.0075626671
56679,2015,October,Benton County Wind Farm,Orion Energy Group LLC,55931,IN,ENC,RFC,WT,WND,28541,265567,10,130.5,31,94,.293958306312561,130.5,600.5,0,28541,181447,49640,4,.29395831,.44361991,.40612885,32,.59082913,.59300566,.62363356,.30386358,.36256364,1.0336962,1.2333846,.0099052787,.068605334
56679,2015,November,Benton County Wind Farm,Orion Energy Group LLC,55931,IN,ENC,RFC,WT,WND,30224,265567,11,130.5,30,95,.321668803691864,130.5,600.5,0,30224,195368,54180,4,.3216688,.50033247,.45186418,32,.54560751,.54835355,.56765157,.34343985,.38817629,1.0676816,1.2067577,.021771044,.066507488
56679,2015,December,Benton County Wind Farm,Orion Energy Group LLC,55931,IN,ENC,RFC,WT,WND,34651,265567,12,130.5,31,96,.3568883240222931,130.5,600.5,0,34651,198044,53645,1,.35688832,.47941154,.44327757,32,.60505682,.59970129,.58111441,.33568597,.38378048,.94059104,1.0753517,-.021202356,.026892155
